B	1024.9
O	14.0

Be	294.0
F	229.0

Be	199.3
H	193.9

H	57.7
C	47.1

C	1573.0
O	18.5

Cl	109.0
Cl	109.0

O	51.3
H	71.5

H	65.0
S	55.5

B	357.9
H	38.0
H       38.0

Be	264.0
O	-44.5
H	1.9

C	58.9
H	44.8
H	44.8

C	213.0
C	1014.5
H	50.4

C	250.0
H	127.5
S	30.6

H	27.4
O	-43.5
O	-69.3

O	83.2
H	73.1
H	73.1

H	67.2
H	67.2
N	27.9

C	75.7
H	70.1
H	70.1
H	70.1

C	417.0
F	236.0
F	236.0
H	62.2

C	81.0
H	233.2
H	233.2
N	25.8

N	54.9
H	76.8
H	76.8
H	76.8

P	1176
H	1.7
H	1.7
H	1.7

C	24.0
C	301.5
H	192.0
H	95.8
H	37.3

C	76.2
C	-58.1
H	58.8
H	58.8
N	9.8

C	71.3
C	-55.9
H	58.0
H	58.0
O	-14.0

