0B	1099.9063
1O	-13.0532

0Be	-299.9346
1F	252.9593

0Be	-199.9120
1H	188.4796

0H	-49.8942
1C	43.7910

0C	1630.1067
1O	27.7801

0Cl	98.2451

0O	-39.0239
1H	-66.9878

0H	-38.6430

0B	354.1494
1H	42.4759

0Be	-271.4652
2H	3.0492

2H	-10.9087

0C	68.5748
1H	-39.4867

0C	236.7521
1C	1068.1087
2H	56.4876

0C	384.2996
1H	380.2610
2O	-36.2957

1H	133.8103

0H	-20.9828

0O	-60.6681
1H	-71.1213

0H	-61.4162
2N	25.2296

0C	73.9109
1H	-65.5083

0C	403.8759
1F	217.3328
3H	69.5405

0C	-71.3589
1H	229.6745
3N	21.2809

0N	39.2959
1H	-76.1436

0P	1062.1915
1H	15.1347

0C	-12.4760
1C	313.5421
2H	175.9521
3H	111.8112
4H	54.3307

2H	-60.9777
4N	9.0605

1H	-59.4296

