0B	1083.7487
1O	-9.6570

0Be	-292.3366
1F	248.1787

0Be	-197.6848
1H	175.9667

0H	-53.3257
1C	62.5208

0C	1603.7696
1O	30.3504

0Cl	103.7161
1Cl	103.7161

0O	-54.0414
1H	-69.5929

0H	-44.7253
1S	17.3789

0B	367.9896
1H	39.8579
2H	39.8595

0Be	-264.1338
1O	-50.1501
2H	2.6223

0C	244.9132
1H	-13.6391
2H	-13.6390

0C	78.3083
1H	-42.2528
2H	-42.2528

0C	230.2230
1C	1072.2459
2H	60.6811

0C	398.7108
1H	376.8187
2O	-39.2690

0C	301.3635
1H	133.5299
2S	14.1538

0H	-21.5083
1O	-55.2026
2O	-29.6868

0O	-74.9008
1H	-72.6510
2H	-72.6511

0H	-64.5384
1H	-64.5384
2N	29.8827

0C	85.5477
1H	-68.4430
2H	-68.4429
3H	-68.4423

0C	416.1599
1F	221.8788
2F	221.8400
3H	69.7511

0C	-71.0474
1H	230.8138
2H	230.8140
3N	27.3905

0N	44.3134
1H	-78.0326
2H	-78.0327
3H	-78.0327

0P	1070.3249
1H	8.2195
2H	8.2717
3H	8.2636

0C	-13.4237
1C	329.8785
2H	179.3412
3H	110.4834
4H	52.7057

0C	73.6994
3C	-66.4779
1H	-60.8312
2H	-60.8303
4N	11.3170

0C	69.8023
3C	-58.1692
1H	-60.9187
2H	-60.9549
4O	-18.5135

