0B	1090.0327
1O	-9.4477

0Be	-297.8585
1F	251.1601

0Be	-199.6377
1H	188.3212

0H	-48.5747
1C	56.2467

0C	1606.3419
1O	30.8346

0Cl	97.2663

0O	-46.6885
1H	-67.4386

0H	-40.6846

0B	365.5209
1H	43.3260

0Be	-270.3766
2H	3.4190

2H	-10.3934

0C	84.5626
1H	-39.2332

0C	228.0850
1C	1083.0082
2H	59.2825

0C	394.4941
1H	379.8518
2O	-36.4056

1H	135.4736

0H	-21.9602

0O	-67.3949
1H	-71.8380

0H	-61.6630
2N	29.3594

0C	84.1693
1H	-65.5709

0C	412.0867
1F	221.4849
3H	71.2309

0C	-69.2446
1H	232.7881
3N	24.2934

0N	42.6441
1H	-76.8097

0P	1087.5442
1H	14.5304

0C	-12.1787
1C	324.0581
2H	179.6213
3H	111.3739
4H	55.4022

2H	-59.1926
4N	9.9673

1H	-59.2787

