0B	996.2692
1O	-10.4048

0Be	-268.4871
1F	230.7802

0Be	-172.7385
1H	178.2570

0H	-75.5532
1C	152.1907

0C	1559.3681
1O	34.0943

0Cl	118.9585
1Cl	118.9585

0O	-198.6152
1H	-96.2743

0H	-81.0125
1S	28.5797

0B	499.4621
1H	-6.4651
2H	-6.6459


0C	363.2403
1H	-36.4260
2H	-36.4260

0C	190.6155
1H	-58.9588
2H	-58.9588

0C	187.8291
1C	1090.4434
2H	93.6548

0C	415.2191
1H	378.6080
2O	-55.6785

0C	330.3133
1H	129.0065
2S	27.9872

0H	-37.1787
1O	-143.2523
2O	-40.1199

0O	-217.2911
1H	-94.2962
2H	-94.2997

0H	-85.9025
1H	-85.9117
2N	74.0131

0C	195.1015
1H	-88.1274
2H	-88.1363
3H	-88.1309

0C	464.7288
1F	282.9130
2F	282.9221
3H	65.3036

0C	-94.4866
1H	238.1207
2H	238.1209
3N	68.3681

0N	78.5317
1H	-77.5714
2H	-77.5753
3H	-77.5751

0P	1236.8403
1H	-33.6668
2H	-33.6169
3H	-33.6247

0C	-29.1385
1C	432.7001
2H	171.2531
3H	108.6394
4H	26.0879

0C	146.5473
3C	-72.8090
1H	-82.3904
2H	-82.3824
4N	27.5964

0C	162.2384
3C	-47.5351
1H	-75.2006
2H	-75.1910
4O	-36.0974

