0B	1056.5672
1O	-6.0120

0Be	-300.0158
1F	259.4954

0Be	-198.6075
1H	197.8012

0H	-42.8256
1C	54.3373

0C	1523.3897
1O	30.9319

0Cl	87.7410

0O	-41.1336
1H	-61.7448

0H	-39.3001

0B	363.0893
1H	48.7983

0Be	-273.3986
2H	4.2717

2H	-4.2383

0C	83.4450
1H	-35.0674

0C	228.6187
1C	1058.2888
2H	60.3496

0C	391.6621
1H	387.4962
2O	-30.0140

1H	142.4060

0H	-21.7527

0O	-57.1936
1H	-66.0744

0H	-56.1526
2N	27.1187

0C	78.9633
1H	-59.3786

0C	394.4523
1F	200.4771
3H	81.3470

0C	-59.7618
1H	246.7455
3N	20.4986

0N	37.8600
1H	-70.1197

0P	1017.3311
1H	19.1490

0C	-5.7314
1C	311.4036
2H	189.7230
3H	116.8898
4H	64.2903

2H	-51.6606
4N	8.0245

1H	-53.9964

