0B	1007.0558
1O	-6.2251

0Be	-278.4445
1F	242.2579

0Be	-180.4918
1H	172.5623

0H	-45.7924
1C	23.5159

0C	1498.8565
1O	30.7844

0Cl	82.7634
1Cl	82.7634

0O	-28.0384
1H	-61.9956

0H	-43.1709
1S	2.3250

0B	332.5620
1H	31.8613
2H	31.8612

0Be	-251.9620
1O	-50.7812
2H	3.1953

0C	218.9273
1H	-15.6930
2H	-15.6930

0C	60.6027
1H	-40.6159
2H	-40.6159

0C	220.5004
1C	1022.4997
2H	61.4752

0C	372.0657
1H	358.5936
2O	-25.5820

0C	273.4467
1H	130.5316
2S	4.6837

0H	-20.6202
1O	-24.4667
2O	-17.2472

0O	-46.1629
1H	-65.5775
2H	-65.5775

0H	-58.0071
1H	-58.0071
2N	20.5525

0C	66.9662
1H	-64.5059
2H	-64.5061
3H	-64.5056

0C	377.3584
1F	188.9066
2F	188.8774
3H	70.4028

0C	-58.7108
1H	234.7326
2H	234.7328
3N	14.4274

0N	33.5528
1H	-71.4617
2H	-71.4616
3H	-71.4616

0P	956.6033
1H	2.7190
2H	2.7676
3H	2.7603

0C	-8.9591
1C	296.0774
2H	178.7834
3H	111.2410
4H	50.0306

0C	55.0148
3C	-50.1375
1H	-54.3371
2H	-54.3355
4N	5.4854

0C	58.3110
3C	-48.9760
1H	-56.9839
2H	-57.0219
4O	-8.2175

