0B	1140.7885
1O	-12.8133

0Be	-297.9799
1F	241.5494

0Be	-199.6961
1H	180.7985

0H	-57.8110
1C	63.4889

0C	1741.8574
1O	26.8769

0Cl	118.3837
1Cl	118.3837

0O	-63.0235
1H	-77.9286

0H	-40.9878
1S	28.1504

0B	365.3523
1H	36.4288
2H	36.4288

0Be	-269.0738
1O	-49.3234
2H	2.6053

0C	250.5414
1H	-18.6731
2H	-18.6731

0C	90.0774
1H	-44.2967
2H	-44.2967

0C	212.6744
1C	1135.3559
2H	64.0734

0C	399.5163
1H	367.3278
2O	-52.0943

0C	319.4922
1H	122.4969
2S	15.4077

0H	-19.4125
1O	-75.7319
2O	-37.7767

0O	-92.0046
1H	-82.4845
2H	-82.4845

0H	-70.4759
1H	-70.4759
2N	35.4399

0C	95.0912
1H	-73.7301
2H	-73.7305
3H	-73.7296

0C	441.4578
1F	262.5196
2F	262.4717
3H	57.1325

0C	-92.3137
1H	216.8660
2H	216.8661
3N	34.4855

0N	53.0180
1H	-87.6739
2H	-87.6736
3H	-87.6737

0P	1184.4651
1H	8.7657
2H	8.8165
3H	8.8087

0C	-28.2193
1C	348.1619
2H	169.6614
3H	107.6086
4H	40.6015

0C	92.0197
3C	-90.7596
1H	-71.3678
2H	-71.3665
4N	16.5198

0C	77.8707
3C	-73.1862
1H	-66.8370
2H	-66.8834
4O	-29.5782

