0B	1055.3586
1O	-8.9865

0Be	-282.5097
1F	229.6624

0Be	-185.1055
1H	172.2029

0H	-51.3690
1C	32.5668

0C	1603.7924
1O	29.8897

0Cl	94.7156

0O	-35.6148
1H	-68.9073

0H	-43.9295

0B	345.2344
1H	29.6762

0Be	-255.0621
2H	2.8331

2H	-21.7100

0C	67.6574
1H	-45.6468

0C	218.2394
1C	1064.6457
2H	64.5756

0C	381.9693
1H	363.2227
2O	-33.7381

1H	126.5201

0H	-20.1988

0O	-60.2525
1H	-72.8276

0H	-65.0552
2N	24.9472

0C	78.7846
1H	-73.1744

0C	407.6574
1F	220.4143
3H	60.3738

0C	-72.2786
1H	223.6752
3N	19.4837

0N	40.9689
1H	-81.0852

0P	1081.7454
1H	1.0108

0C	-18.2675
1C	318.1931
2H	172.6020
3H	107.5392
4H	41.1523

2H	-65.7012
4N	8.0853

1H	-65.1963

