0B	1078.9791
1O	-7.6944

0Be	-301.5462
1F	258.7458

0Be	-198.1349
1H	194.5116

0H	-58.0032
1C	77.1688

0C	1581.6835
1O	29.7546

0Cl	107.9296
1Cl	107.9296

0O	-43.4625
1H	-80.4357

0H	-51.0966
1S	33.3311

0B	395.3190
1H	35.6670
2H	35.6671

0Be	-275.9345
1O	-55.6462
2H	4.2374

0C	261.6652
1H	-15.7298
2H	-15.7298

0C	102.4020
1H	-43.5775
2H	-43.5775

0C	216.7616
1C	1097.2473
2H	66.2319

0C	402.6595
1H	365.3853
2O	-27.0018

0C	306.1430
1H	130.9163
2S	17.7917

0H	-28.9178
1O	-35.9555
2O	-17.7993

0O	-58.6981
1H	-85.8077
2H	-85.8077

0H	-70.9905
1H	-70.9906
2N	30.6860

0C	99.4417
1H	-70.5632
2H	-70.5632
3H	-70.5626

0C	416.5388
1F	178.8135
2F	178.7860
3H	70.2234

0C	-68.5608
1H	239.1698
2H	239.1699
3N	26.5803

0N	44.2919
1H	-84.4330
2H	-84.4330
3H	-84.4329

0P	1130.8020
1H	-4.4986
2H	-4.4484
3H	-4.4559

0C	-11.0738
1C	342.2321
2H	182.0112
3H	112.4906
4H	45.9344

0C	77.0238
3C	-61.8517
1H	-62.0000
2H	-61.9993
4N	10.2778

0C	85.5494
3C	-57.6066
1H	-64.9963
2H	-65.0372
4O	-9.6351

