0B	1050.9889
1O	-9.0570

0Be	-279.8481
1F	229.1656

0Be	-183.6698
1H	171.1433

0H	-50.5185
1C	32.9679

0C	1598.0877
1O	29.8432

0Cl	95.4480

0O	-40.0461
1H	-68.4611

0H	-44.3676

0B	342.8292
1H	29.5903

0Be	-252.6129
2H	2.8751

2H	-21.3495

0C	68.8528
1H	-45.1179

0C	218.7515
1C	1062.6822
2H	64.5012

0C	381.4620
1H	361.3760
2O	-35.4264

1H	126.2846

0H	-20.3214

0O	-65.0311
1H	-72.5249

0H	-64.3858
2N	26.2841

0C	81.2821
1H	-72.6779

0C	408.6050
1F	225.2286
3H	60.6870

0C	-72.1699
1H	223.2270
3N	20.9114

0N	42.5936
1H	-80.5306

0P	1062.3840
1H	-0.0391

0C	-18.1898
1C	319.3379
2H	172.2274
3H	107.2605
4H	41.2054

2H	-65.1557
4N	8.7265

1H	-64.7886

