0B	993.8665
1O	-4.0125

0Be	-280.6798
1F	229.9185

0Be	-175.4930
1H	198.3826

0H	-8.8030
1C	72.3273

0C	1490.1154
1O	33.7853

0Cl	99.9320

0O	-43.7294
1H	-61.7182

0H	-36.7355

0B	332.0557
1H	62.0372

0Be	-255.8163
2H	3.8966

2H	-3.7922

0C	89.6083
1H	-34.3458

0C	219.9289
1C	1032.0106
2H	69.9949

0C	374.3475
1H	394.6441
2O	-31.2428

1H	146.7738

0H	-16.4967

0O	-68.3079
1H	-67.6923

0H	-55.4797
2N	30.0887

0C	97.0593
1H	-66.0344

0C	407.4340
1F	234.8468
3H	85.3985

0C	-72.4246
1H	239.5966
3N	20.8850

0N	45.2055
1H	-77.4811

0P	1193.0969
1H	12.4153

0C	-18.8743
1C	318.5083
2H	187.4267
3H	108.4977
4H	61.7570

2H	-56.5437
4N	8.0015

1H	-61.5182

