0B	1090.0057
1O	-9.2043

0Be	-298.9942
1F	256.1429

0Be	-197.2798
1H	183.8888

0H	-58.2320
1C	58.0193

0C	1611.4095
1O	29.1595

0Cl	102.6139
1Cl	102.6139

0O	-37.5265
1H	-77.5960

0H	-47.5063
1S	24.0781

0B	372.2238
1H	33.3125
2H	33.3126

0Be	-271.8155
1O	-53.0683
2H	3.2508

0C	242.0608
1H	-16.2722
2H	-16.2722

0C	86.4414
1H	-42.9326
2H	-42.9326

0C	215.7258
1C	1089.7599
2H	61.3314

0C	392.9487
1H	358.5927
2O	-28.5486

0C	296.2858
1H	126.8385
2S	13.8200

0H	-26.7133
1O	-35.7420
2O	-20.0759

0O	-54.0346
1H	-82.0241
2H	-82.0241

0H	-68.8471
1H	-68.8472
2N	26.0897

0C	81.7827
1H	-68.3085
2H	-68.3086
3H	-68.3080

0C	403.7335
1F	183.4226
2F	183.3938
3H	65.9841

0C	-71.3001
1H	233.7355
2H	233.7357
3N	23.2021

0N	39.5808
1H	-81.7378
2H	-81.7377
3H	-81.7376

0P	1089.7954
1H	0.2351
2H	0.2850
3H	0.2776

0C	-14.1260
1C	325.8366
2H	178.2282
3H	112.4285
4H	45.6420

0C	66.9334
3C	-63.9744
1H	-60.6173
2H	-60.6166
4N	9.1883

0C	69.2930
3C	-59.2691
1H	-62.1128
2H	-62.1534
4O	-10.7446

