0B	1139.9611
1O	-12.3442

0Be	-302.4454
1F	246.6752

0Be	-203.8588
1H	193.7373

0H	-53.1532
1C	74.4104

0C	1716.3868
1O	29.5554

0Cl	114.5659
1Cl	114.5659

0O	-68.1067
1H	-75.3592

0H	-41.0713
1S	29.6379

0B	380.5608
1H	43.9187
2H	43.9187

0Be	-274.2897
1O	-51.8688
2H	3.3558

0C	262.9049
1H	-15.2767
2H	-15.2767

0C	101.2736
1H	-43.6614
2H	-43.6614

0C	220.7252
1C	1137.8760
2H	65.9793

0C	408.2881
1H	389.0691
2O	-51.7739

0C	324.6464
1H	132.4557
2S	16.0092

0H	-19.9840
1O	-77.3145
2O	-38.8995

0O	-97.4028
1H	-80.6854
2H	-80.6854

0H	-69.1276
1H	-69.1276
2N	39.1867

0C	107.7534
1H	-75.1220
2H	-75.1224
3H	-75.1216

0C	454.1658
1F	271.2886
2F	271.2412
3H	63.2853

0C	-88.6321
1H	224.3340
2H	224.3341
3N	35.6203

0N	56.6333
1H	-88.1545
2H	-88.1542
3H	-88.1543

0P	1201.8804
1H	13.8106
2H	13.8649
3H	13.8563

0C	-24.8833
1C	357.9525
2H	176.0958
3H	108.8018
4H	47.2508

0C	100.5643
3C	-86.4451
1H	-72.3598
2H	-72.3581
4N	16.5983

0C	89.0645
3C	-68.5871
1H	-68.5350
2H	-68.5838
4O	-28.4367

