0B	1016.0802
1O	-7.2942

0Be	-270.0093
1F	206.3144

0Be	-183.2228
1H	189.1962

0H	-88.7492
1C	92.0077

0C	1575.2306
1O	30.7862

0Cl	141.4442
1Cl	141.4442

0O	-95.1499
1H	-77.2485

0H	-52.7433
1S	57.7827

0B	382.0488
1H	20.4630
2H	20.4545

0Be	-241.1928
1O	-41.0117
2H	0.4545

0C	265.8336
1H	-27.0549
2H	-27.0549

0C	107.6576
1H	-53.4969
2H	-53.4969

0C	227.2573
1C	1094.5159
2H	86.0887

0C	431.4474
1H	430.9668
2O	-53.0663

0C	326.0349
1H	150.9508
2S	41.5875

0H	-25.3224
1O	-96.8567
2O	-43.2895

0O	-109.8722
1H	-75.1623
2H	-75.1608

0H	-77.0286
1H	-77.0281
2N	44.9202

0C	86.2090
1H	-80.1225
2H	-80.1180
3H	-80.1212

0C	446.6522
1F	306.6049
2F	306.5612
3H	73.8219

0C	-65.8360
1H	251.6871
2H	251.6873
3N	41.6463

0N	58.5067
1H	-89.2149
2H	-89.2134
3H	-89.2134

0P	1152.4279
1H	-5.4113
2H	-5.3426
3H	-5.3518

0C	-11.0112
1C	348.4074
2H	203.1186
3H	114.8760
4H	49.6954

0C	79.3460
3C	-66.6242
1H	-70.9920
2H	-70.9932
4N	16.4852

0C	81.8243
3C	-55.4918
1H	-71.7006
2H	-71.7709
4O	-27.1381

